0	16243
0	24199
0	16243
0	24199
1	5589
1	15054
1	5589
1	15054
2	10976
2	13086
2	17205
2	10976
2	13086
2	17205
3	9461
3	9584
3	12817
3	22526
3	9461
3	9584
3	12817
3	22526
4	16873
4	16873
5	5415
5	21408
5	24066
5	5415
5	21408
5	24066
6	14376
6	14741
6	14376
6	14741
7	1580
7	5823
7	6509
7	15893
7	20297
7	21078
7	1580
7	5823
7	6509
7	15893
7	20297
7	21078
8	4717
8	4717
9	833
9	2422
9	5571
9	5667
9	6412
9	7520
9	9247
9	11379
9	20278
9	22086
9	833
9	2422
9	5571
9	5667
9	6412
9	7520
9	9247
9	11379
9	20278
9	22086
10	5265
10	5767
10	19734
10	5265
10	5767
10	19734
11	1756
11	2045
11	8223
11	8989
11	9202
11	11456
11	13950
11	1756
11	2045
11	8223
11	8989
11	9202
11	11456
11	13950
12	20191
12	20191
13	11114
13	16383
13	18457
13	23573
13	11114
13	16383
13	18457
13	23573
14	8985
14	8985
15	2532
15	8504
15	15286
15	16785
15	17557
15	2532
15	8504
15	15286
15	16785
15	17557
16	3612
16	5949
16	16597
16	19808
16	22817
16	24024
16	3612
16	5949
16	16597
16	19808
16	22817
16	24024
17	998
17	8054
17	998
17	8054
18	5890
18	7719
18	8261
18	23041
18	23559
18	5890
18	7719
18	8261
18	23041
18	23559
19	9122
19	14897
19	19808
19	25945
19	9122
19	14897
19	19808
19	25945
20	24890
20	24890
21	1708
21	1708
22	5085
22	6685
22	10081
22	17963
22	5085
22	6685
22	10081
22	17963
23	318
23	775
23	1272
23	4126
23	5456
23	6311
23	6728
23	7854
23	11701
23	12009
23	16606
23	18094
23	18507
23	22794
23	318
23	775
23	1272
23	4126
23	5456
23	6311
23	6728
23	7854
23	11701
23	12009
23	16606
23	18094
23	18507
23	22794
24	3933
24	4437
24	4641
24	6776
24	7172
24	7833
24	10510
24	13809
24	23077
24	24720
24	25782
24	3933
24	4437
24	4641
24	6776
24	7172
24	7833
24	10510
24	13809
24	23077
24	24720
24	25782
25	16199
25	18663
25	19638
25	20551
25	16199
25	18663
25	19638
25	20551
26	3409
26	12275
26	22488
26	3409
26	12275
26	22488
27	8526
27	9863
27	13580
27	21866
27	8526
27	9863
27	13580
27	21866
28	2339
28	2417
28	8947
28	9719
28	13789
28	14568
28	15608
28	17493
28	17753
28	26119
28	2339
28	2417
28	8947
28	9719
28	13789
28	14568
28	15608
28	17493
28	17753
28	26119
29	7806
29	11224
29	11372
29	16460
29	23190
29	24527
29	7806
29	11224
29	11372
29	16460
29	23190
29	24527
30	11697
30	14683
30	23754
30	11697
30	14683
30	23754
31	10926
31	10926
32	8612
32	13167
32	17563
32	8612
32	13167
32	17563
33	16033
33	16033
34	18565
34	18565
35	1321
35	1538
35	2329
35	2862
35	3918
35	7509
35	10708
35	16028
35	19288
35	23667
35	1321
35	1538
35	2329
35	2862
35	3918
35	7509
35	10708
35	16028
35	19288
35	23667
36	10928
36	17777
36	19614
36	21600
36	21959
36	23746
36	23995
36	24914
36	10928
36	17777
36	19614
36	21600
36	21959
36	23746
36	23995
36	24914
37	14242
37	15088
37	21034
37	14242
37	15088
37	21034
38	874
38	9991
38	10572
38	14708
38	18538
38	25427
38	25613
38	26119
38	874
38	9991
38	10572
38	14708
38	18538
38	25427
38	25613
38	26119
39	3202
39	12537
39	18095
39	19909
39	3202
39	12537
39	18095
39	19909
40	4766
40	5304
40	18345
40	24102
40	4766
40	5304
40	18345
40	24102
41	5072
41	5072
42	13757
42	13757
43	10902
43	23832
43	24024
43	25163
43	10902
43	23832
43	24024
43	25163
44	2850
44	17372
44	19003
44	2850
44	17372
44	19003
45	5340
45	12472
45	13362
45	23288
45	24087
45	5340
45	12472
45	13362
45	23288
45	24087
46	20872
46	20872
47	8497
47	9950
47	10267
47	13755
47	13766
47	20026
47	8497
47	9950
47	10267
47	13755
47	13766
47	20026
48	7116
48	22809
48	7116
48	22809
49	1187
49	5388
49	10543
49	15463
49	18934
49	25324
49	1187
49	5388
49	10543
49	15463
49	18934
49	25324
50	3361
50	5690
50	3361
50	5690
51	6294
51	15941
51	6294
51	15941
52	16444
52	17497
52	19016
52	16444
52	17497
52	19016
53	9560
53	17175
53	9560
53	17175
54	1934
54	10010
54	20583
54	1934
54	10010
54	20583
55	6471
55	25577
55	6471
55	25577
56	3439
56	15413
56	24874
56	3439
56	15413
56	24874
57	7105
57	20245
57	24345
57	7105
57	20245
57	24345
58	14831
58	15446
58	17970
58	20553
58	24176
58	24769
58	14831
58	15446
58	17970
58	20553
58	24176
58	24769
59	11634
59	12861
59	11634
59	12861
60	384
60	10816
60	14053
60	25717
60	384
60	10816
60	14053
60	25717
61	14592
61	14592
62	3491
62	7245
62	22584
62	3491
62	7245
62	22584
63	8721
63	12124
63	24215
63	8721
63	12124
63	24215
64	4327
64	21336
64	4327
64	21336
65	5466
65	10796
65	23998
65	5466
65	10796
65	23998
66	6197
66	7785
66	8022
66	16060
66	16717
66	19281
66	6197
66	7785
66	8022
66	16060
66	16717
66	19281
67	3224
67	14597
67	15410
67	19060
67	22433
67	25552
67	3224
67	14597
67	15410
67	19060
67	22433
67	25552
68	2096
68	2810
68	21502
68	2096
68	2810
68	21502
69	89
69	3236
69	15716
69	89
69	3236
69	15716
70	2349
70	2701
70	2821
70	19276
70	20277
70	21719
70	26075
70	2349
70	2701
70	2821
70	19276
70	20277
70	21719
70	26075
71	939
71	1467
71	3741
71	3820
71	4700
71	6538
71	9996
71	10730
71	13549
71	14109
71	14916
71	17048
71	19927
71	20662
71	21019
71	21852
71	22852
71	24407
71	939
71	1467
71	3741
71	3820
71	4700
71	6538
71	9996
71	10730
71	13549
71	14109
71	14916
71	17048
71	19927
71	20662
71	21019
71	21852
71	22852
71	24407
72	17461
72	17461
73	6086
73	7921
73	24257
73	6086
73	7921
73	24257
74	5739
74	6178
74	8228
74	13183
74	16614
74	22689
74	5739
74	6178
74	8228
74	13183
74	16614
74	22689
75	1401
75	1890
75	2370
75	9841
75	11520
75	16419
75	22493
75	22661
75	23059
75	23396
75	1401
75	1890
75	2370
75	9841
75	11520
75	16419
75	22493
75	22661
75	23059
75	23396
76	1309
76	2493
76	3766
76	6136
76	6591
76	7700
76	8688
76	9623
76	10152
76	10492
76	11586
76	13791
